sentence,label
A is associated with Obesity,1
"HTRA2 is associated with Hepatic Fibrosis, Congenital",0
"DSC3 is associated with Muscular Dystrophies, Limb-Girdle",0
ERCC6 is associated with Craniofacial Abnormalities,1
ADORA3 is associated with PEROXISOME BIOGENESIS DISORDER 2B,0
PTPRQ is associated with Bardet-Biedl syndrome 3,0
"ANOS1 is associated with ATRIAL FIBRILLATION, FAMILIAL, 18",0
PIP4K2A is associated with Melanoma,1
PPT1 is associated with Kniest dysplasia,0
CNN3 is associated with Prostatic Neoplasms,1
GSTA1 is associated with Drug-Related Side Effects and Adverse Reactions,1
"CDK4 is associated with Fractures, Closed",0
"ALX3 is associated with Amaurosis congenita of Leber, type 5",0
EPO is associated with Melanoma,1
CXCL9 is associated with Celiac Disease,1
"EDN1 is associated with Cardiomyopathy, Dilated, 1CC",0
CTNNB1 is associated with Hereditary Motor And Sensory Neuropathy VI,0
"ABCB7 is associated with Anemia, Sideroblastic",1
"LIAS is associated with Neoplastic Cells, Circulating",0
CTNNB1 is associated with Ovarian Neoplasms,1
"PTGER2 is associated with Asthma, Aspirin-Induced",1
"BGLAP is associated with Scapuloperoneal Myopathy, X-Linked Dominant",0
CEACAM5 is associated with TUMOR PREDISPOSITION SYNDROME 1,0
MOBP is associated with Amyotrophic Lateral Sclerosis,1
"IMPA2 is associated with Abortion, Spontaneous",0
AKR1C2 is associated with Chondroblastoma,0
ADCY8 is associated with Diabetic Angiopathies,1
PLAU is associated with Quebec platelet disorder,1
"FGF2 is associated with NEPHROTIC SYNDROME, TYPE 10",0
MECP2 is associated with Myoclonus,1
"NPTN is associated with Epidermolysis Bullosa Simplex, Autosomal Recessive",0
JAG1 is associated with Cushing's symphalangism,0
"GFER is associated with Myopathies, Structural, Congenital",0
MAD1L1 is associated with Amyotrophic Lateral Sclerosis 11,0
GBX2 is associated with Lethal Congenital Contractural Syndrome 3,0
RPE65 is associated with Retinal Dystrophies,1
CCAT1 is associated with Lung Neoplasms,1
BSG is associated with Thrombotic Microangiopathies,0
LARP7 is associated with Intellectual Disability,1
IL18 is associated with Orofacial Cleft 1,0
MIR145 is associated with Gingival Hyperplasia,0
CCR3 is associated with Follicular Cyst,0
PLK1 is associated with Glioma,1
HMGB2 is associated with Prostatic Neoplasms,1
"PRKAA1 is associated with OSTEOGENESIS IMPERFECTA, TYPE XIII",0
HEY1 is associated with Autism Spectrum Disorder,1
ARHGAP10 is associated with Atrial Fibrillation,1
"NAA15 is associated with CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO",0
"MYC is associated with Polycystic Kidney, Autosomal Dominant",1
NFE2L2 is associated with Brachydactyly type A2,0
"ACTA2 is associated with NEURODEVELOPMENTAL DISORDER WITH HEARING LOSS, SEIZURES, AND BRAIN ABNORMALITIES",0
"HPSE is associated with Liver Cirrhosis, Experimental",1
MIF is associated with Sinoatrial Block,0
HSPA1A is associated with Reperfusion Injury,1
NCOR1 is associated with Urinary Bladder Neoplasms,1
PRL is associated with Hyperprolactinemia,1
ARHGAP31 is associated with Adams Oliver syndrome,1
MRC1 is associated with Hyperinsulinism,1
CAPNS1 is associated with Prostatic Neoplasms,1
"NPPC is associated with Charcot-Marie-Tooth Disease, Dominant Intermediate B",0
DDB1 is associated with Stomach Neoplasms,1
"ITM2B is associated with Corneal Dystrophy, Fleck",0
"ALDH1A7 is associated with Glaucoma 1, Open Angle, A",0
ATM is associated with IMMUNODEFICIENCY 18,0
"PRL is associated with IMMUNODEFICIENCY 90 WITH ENCEPHALOPATHY, FUNCTIONAL HYPOSPLENIA, AND HEPATIC DYSFUNCTION",0
"RRAGC is associated with Lymphoma, Follicular",1
FTL1 is associated with Multiple Organ Failure,0
"DNMT3A is associated with EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2",0
"CST3 is associated with Macular Degeneration, Age-Related, 11",1
"AURKA is associated with Mammary Neoplasms, Experimental",1
LIN7A is associated with Carcinoma,1
"ELOVL5 is associated with MYOPIA 22, AUTOSOMAL DOMINANT",0
GMPR2 is associated with Adenocarcinoma,1
KLHL41 is associated with NEMALINE MYOPATHY 9,1
OPRK1 is associated with Cocaine-Related Disorders,1
GFER is associated with Drug Hypersensitivity Syndrome,0
MIR1285-1 is associated with Agranulocytosis,0
MIF is associated with Colitis,1
OXT is associated with Hypertension,1
FGA is associated with RETINITIS PIGMENTOSA 60,0
ROS1 is associated with Testicular Neoplasms,0
IL1B is associated with Cerebellar Diseases,0
"NPY1R is associated with Psychoses, Substance-Induced",1
"PRSS1 is associated with Pancreatitis, Chronic",1
GGT1 is associated with Asphyxiating Thoracic Dystrophy 2,0
EPHX3 is associated with Pulmonary Emphysema,0
"SBSPON is associated with Brain Injuries, Traumatic",0
"COL9A1 is associated with Corneal Dystrophy, Juvenile Epithelial of Meesmann",0
MIR1291 is associated with Chemical and Drug Induced Liver Injury,1
"HLA-A is associated with Diabetes, Gestational",0
CACNA1D is associated with Hyperaldosteronism,1
"ADRA2A is associated with Mastocytosis, Systemic",0
"IL1B is associated with Dehydrated Hereditary Stomatocytosis, Pseudohyperkalemia, and Perinatal Edema",0
"C1QA is associated with Lipodystrophy, Partial, Acquired",0
JAZF1 is associated with Bruton type agammaglobulinemia,0
ATG5 is associated with HID Syndrome,0
IGFBP6 is associated with Mucolipidosis III Gamma,0
NPY1R is associated with Keratosis palmoplantaris striata 1,0
BMAL1 is associated with Chemical and Drug Induced Liver Injury,1
IKZF3 is associated with Gastro-enteropancreatic neuroendocrine tumor,1
ERBB2 is associated with Breast Neoplasms,1
S100B is associated with Starvation,0
NR1I3 is associated with Obesity,1
"KCNJ11 is associated with Diabetes Mellitus, Type 2",1
"FANCL is associated with FANCONI ANEMIA, COMPLEMENTATION GROUP L",1
PSG9 is associated with Autism Spectrum Disorder,1
"MARCHF8 is associated with LODDER-MERLA SYNDROME, TYPE 1, WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CARDIAC ARRHYTHMIA",0
"KMT2D is associated with Lymphoma, Follicular",1
LEP is associated with Proteinuria,1
CTPS1 is associated with IMMUNODEFICIENCY 24,1
"RAD50 is associated with Limb-girdle muscular dystrophy, type 2B",0
"DNMT3B is associated with OSTEOGENESIS IMPERFECTA, TYPE XI",0
DGKE is associated with Corneal Opacity,0
SALL4 is associated with Duane Retraction Syndrome,1
CYP4F2 is associated with Autism Spectrum Disorder,1
CCL20 is associated with Ureteral Obstruction,1
DCX is associated with NF1 Microdeletion Syndrome,0
"DGCR8 is associated with Hyperglycinemia, Nonketotic",0
RAD23B is associated with Craniofacial Abnormalities,1
"PDCD4 is associated with CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB",0
AKR1C3 is associated with Autism Spectrum Disorder,1
"RPL10 is associated with Hemochromatosis, Type 2B",0
"EPC2 is associated with Sexual Dysfunction, Physiological",0
PLCG2 is associated with Inflammatory Bowel Diseases,1
"DPP6 is associated with Myopathy, Distal 2",0
IFNG is associated with Hypotension,1
PDHX is associated with Chromosome 2q32-Q33 Deletion Syndrome,0
HSPA1A is associated with Extravasation of Diagnostic and Therapeutic Materials,0
"CRBN is associated with Mental Retardation, Autosomal Recessive 2",1
RGS9 is associated with Prolonged Electroretinal Response Suppression,1
"COPS6 is associated with COENZYME Q10 DEFICIENCY, PRIMARY, 1",0
"CCN2 is associated with Brachydactyly, Type B1",0
"IGF1 is associated with Thyroiditis, Autoimmune",0
OXTR is associated with Basal Laminar Drusen,0
"ANXA1 is associated with Mammary Neoplasms, Experimental",1
PLEC is associated with 3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,0
"ANKS6 is associated with Polycystic Kidney, Autosomal Dominant",1
HAND2 is associated with ALZHEIMER DISEASE 18,0
"CTNNB1 is associated with MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS",0
RELA is associated with Retinitis Pigmentosa 36,0
"GRIA1 is associated with EXOSTOSES, MULTIPLE, TYPE II",0
INPP5D is associated with Lethal congenital contracture syndrome 1,0
"RAB39B is associated with Anemia, Megaloblastic",0
DNMT3A is associated with Facies,1
"AR is associated with Myeloproliferative Syndrome, Transient",0
ATP7A is associated with ATRIAL SEPTAL DEFECT 9,0
MIR106B is associated with Heart Failure,1
"CENPE is associated with Carcinoma, Hepatocellular",1
IL1B is associated with Genetic Predisposition to Disease,1
"RNF114 is associated with Parkinson Disease, Secondary",0
"JAM3 is associated with Surfactant Metabolism Dysfunction, Pulmonary, 4",0
REST is associated with Wilms Tumor,1
"FCRL3 is associated with Thyroiditis, Autoimmune",1
GNAI2 is associated with Dystonic Disorders,0
MAL is associated with Benign essential blepharospasm,0
"PTGS2 is associated with Charcot-Marie-Tooth disease, Type 1D",0
"GAA is associated with BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT",0
"CP is associated with Carcinoma, Hepatocellular",1
AOC3 is associated with Diabetes Mellitus,1
MIR203 is associated with Liver Cirrhosis,1
DHODH is associated with Diabetic Retinopathy,0
"DNMT3B is associated with Prostate cancer, familial",1
"FHL1 is associated with Meningioma, familial",0
"MIR93 is associated with Liver Cirrhosis, Alcoholic",1
"GNAZ is associated with Carcinoma, Hepatocellular",1
"LGALS3 is associated with Abortion, Spontaneous",1
CDKN2B-AS1 is associated with Listeriosis,0
"PAX4 is associated with Diabetes Mellitus, Type 1",1
AKT1 is associated with Lung Neoplasms,1
"ABCC8 is associated with Glycogen Storage Disease 0, Liver",0
NDUFV1 is associated with Supratentorial Neoplasms,0
RMND1 is associated with Breast Neoplasms,1
"MFSD2A is associated with ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS",0
"G6PD is associated with Dermatitis, Contact",1
MAB21L2 is associated with Benign essential blepharospasm,0
IRS1 is associated with Prostatic Neoplasms,1
MECOM is associated with Encephalitis,0
COL2A1 is associated with Melanoma,1
"CA12 is associated with HYPERCHLORHIDROSIS, ISOLATED",1
MRPS23 is associated with Breast Neoplasms,1
"IL1B is associated with Lamellar ichthyosis, type 2",0
IL1A is associated with Brain Ischemia,1
RNF207 is associated with Neoplasm Invasiveness,1
MIR654 is associated with HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY,0
RNASE4 is associated with Glucose Metabolism Disorders,0
MYC is associated with Frontotemporal Dementia With Motor Neuron Disease,0
PRRX1 is associated with Atrial Fibrillation,1
NRG1 is associated with Schizophrenia,1
MEIS1 is associated with Breast Neoplasms,1
"CRH is associated with Charcot-Marie-Tooth Disease, Type 4H",0
"HPRT1 is associated with HETEROTAXY, VISCERAL, 8, AUTOSOMAL",0
"ATF3 is associated with Diabetes Mellitus, Experimental",1
"BCL2L1 is associated with Liver Neoplasms, Experimental",1
MED14 is associated with Hypopigmentation,0
"GFAP is associated with IMMUNODEFICIENCY, X-LINKED, WITH MAGNESIUM DEFECT, EPSTEIN-BARR VIRUS INFECTION, AND NEOPLASIA",0
"IL4 is associated with Hepatitis, Autoimmune",1
IL1A is associated with Snowflake vitreoretinal degeneration,0
MMP13 is associated with Prostatic Neoplasms,1
CBL is associated with Vasculitis,1
IL12B is associated with Osteolysis,0
"LMAN2L is associated with INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 52",1
"CCNH is associated with Blood Loss, Surgical",0
PRDX2 is associated with Weaver syndrome,0
APOA1 is associated with LIG4 Syndrome,0
EID1 is associated with Mesothelioma,1
"MAPK8 is associated with Cell Transformation, Neoplastic",1
EGR1 is associated with Reperfusion Injury,1
LY6 is associated with Nephritis,1
IL6R is associated with Nanophthalmos 2,0
"CHRNA7 is associated with Cardiac Arrhythmia, Ankyrin-B-Related",0
IL3 is associated with Depressive Disorder,0
MSH6 is associated with Microsatellite Instability,1
MIR665 is associated with Cocaine-Related Disorders,1
"FLNA is associated with Follicle-stimulating hormone deficiency, isolated",0
GRK2 is associated with Congenital Abnormalities,1
CCR6 is associated with Hypersensitivity,1
MMP9 is associated with Acute Coronary Syndrome,1
"DIPK2A is associated with Obesity, Morbid",0
"NRXN1 is associated with Ceroid Lipofuscinosis, Neuronal, 10",0
RUNX3 is associated with Carboxypeptidase N Deficiency,0
FCGR2A is associated with LETHAL CONGENITAL CONTRACTURE SYNDROME 9,0
MARK2 is associated with Lateral Medullary Syndrome,0
F2 is associated with Thrombosis,1
CASP9 is associated with Diabetes Complications,0
"DMD is associated with Charcot-Marie-Tooth disease, Type 4A, axonal form",0
CYCS is associated with Obesity,1
PGAM2 is associated with Prostatic Neoplasms,1
PLAU is associated with Brain Edema,1
"RNF168 is associated with Carcinoma, Non-Small-Cell Lung",1
"PYCR1 is associated with Liver Cirrhosis, Experimental",1
"COQ6 is associated with COENZYME Q10 DEFICIENCY, PRIMARY, 6",1
PRKCD is associated with Kyphosis,0
"HSPA1B is associated with Carcinoma, Ehrlich Tumor",0
CTNND2 is associated with Glioblastoma,1
MIR423 is associated with Chemical and Drug Induced Liver Injury,1
"H4C1 is associated with Liver Failure, Acute",1
NAT2 is associated with Listeriosis,0
"CNN3 is associated with Mammary Neoplasms, Animal",1
PDE4B is associated with Schizophrenia,1
"PKLR is associated with Amelogenesis imperfecta, hypoplastic-hypomaturation, X-linked 1",0
KRT19 is associated with Autoimmune Diseases,1
PRDM8 is associated with Cavitary Optic Disc Anomalies,0
ABCB1B is associated with Giant Cell Tumor of Bone,0
"CYP2C19 is associated with Kidney Failure, Chronic",1
"PLAGL1 is associated with BLEEDING DISORDER, PLATELET-TYPE, 15",0
ALDH1A1 is associated with Parkinsonian Disorders,1
CEBPB is associated with Disease Progression,1
"POMC is associated with MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 2",0
CHRNA3 is associated with Common Variable Immunodeficiency,0
NLRP1 is associated with VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1,1
IL1B is associated with Bardet-Biedl syndrome 3,0
F2 is associated with Fatty Liver,1
B4GALT1 is associated with Congenital disorder of glycosylation type 2D,1
"PTGER2 is associated with Sexual Dysfunction, Physiological",1
GSTP1 is associated with Carotid Artery Diseases,1
CACNA1F is associated with Aarskog Syndrome,0
MTTP is associated with Non-alcoholic Fatty Liver Disease,1
MIR589 is associated with Progeria,0
ABCB1 is associated with Breast Neoplasms,1
"MAPK3 is associated with Ceroid Lipofuscinosis, Neuronal, 6",1
"BMP6 is associated with Dermatitis, Allergic Contact",1
"ACHE is associated with Muscular Dystrophy, Congenital, Lmna-Related",0
CASK is associated with X-Linked Intellectual Disability,1
ANXA2 is associated with Lung Neoplasms,1
"CDKN1A is associated with Cataract, Congenital Nuclear, Autosomal Recessive 3",0
ERN1 is associated with Hypokalemic Periodic Paralysis,0
"BSG is associated with Hypoproteinemia, Hypercatabolic",0
GSTM1 is associated with Amphetamine-Related Disorders,1
MIR195 is associated with Heart Failure,1
ENTPD6 is associated with Apraxias,0
PIK3CA is associated with Solitary Fibrous Tumors,0
FYB1 is associated with Kartagener Syndrome,0
DNAH11 is associated with Carcinoma in Situ,0
"FOXC1 is associated with ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT",0
PEX6 is associated with PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER),1
"PSORS1C1 is associated with Autoimmune polyendocrinopathy syndrome, type 1",0
"ANGPTL4 is associated with Cardiomyopathy, Familial Hypertrophic, 10",0
"ING1 is associated with Dermatitis, Contact",1
OPRM1 is associated with Hepatitis C,1
HMGA1 is associated with Uterine Neoplasms,1
CCL9 is associated with IMMUNODEFICIENCY 11A,0
"KCNMA1 is associated with Charcot-Marie-Tooth disease, Type 1C",0
"RMDN2 is associated with Liver Cirrhosis, Experimental",1
"CLU is associated with NEURODEVELOPMENTAL DISORDER WITH HEARING LOSS, SEIZURES, AND BRAIN ABNORMALITIES",0
"DTNBP1 is associated with Diabetes Mellitus, Experimental",0
"NOS1 is associated with Diabetes Mellitus, Type 1",1
ERCC1 is associated with Adenocarcinoma of Lung,1
NR1H4 is associated with Hypercapnia,0
GCLC is associated with Hypertension,1
"CETP is associated with CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY 2",0
MGMT is associated with PITT-HOPKINS-LIKE SYNDROME 2,0
NPR2 is associated with Peritoneal Neoplasms,0
ACADM is associated with Medium chain acyl CoA dehydrogenase deficiency,1
CYP1A1 is associated with BAINBRIDGE-ROPERS SYNDROME,0
PROM1 is associated with Glioblastoma,1
LRRC10 is associated with Clinical Deterioration,0
"BCL2 is associated with FANCONI ANEMIA, COMPLEMENTATION GROUP G",0
GCG is associated with Hyperlipidemias,1
MRTFA is associated with Non-alcoholic Fatty Liver Disease,1
KL is associated with Intellectual Disability,0
NOCT is associated with Common Variable Immunodeficiency,0
RPGRIP1L is associated with CD59 Deficiency,0
NR2F2 is associated with D-glycericacidemia,0
ATP7B is associated with Liver Diseases,1
"KNG1 is associated with Opitz GBBB Syndrome, X-Linked",0
DNAJC7 is associated with HIV Infections,1
DEAF1 is associated with Phyllodes Tumor of the Prostate,0
